,song,artist,danceability,energy,speechiness,instrumentalness,tempo,valence,hit
4982,Honey Bee,Blake Shelton,0.481,0.849,0.0385,1.49e-06,205.57,0.723,1
4983,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,0.445,0.631,0.0304,0.0,143.846,0.152,1
4984,Hello,Martin Solveig & Dragonette,0.839,0.86,0.0346,0.0968,128.01,0.253,1
4985,Who Gon Stop Me,Jay Z Kanye West,0.593,0.73,0.159,0.000156,133.879,0.377,1
4986,California King Bed,Rihanna,0.452,0.571,0.0359,0.0,169.899,0.327,1
4987,Don't Hold Your Breath,Nicole Scherzinger,0.66,0.797,0.0262,0.000108,110.955,0.674,0
4988,Don't Stop The Party,The Black Eyed Peas,0.869,0.794,0.0984,3.81e-06,128.022,0.656,0
4989,On My Level,Wiz Khalifa Featuring Too $hort,0.72,0.514,0.132,0.0071,142.98,0.213,0
4990,Smile,Avril Lavigne,0.634,0.848,0.047,0.0,105.055,0.647,0
4991,Old Alabama,Brad Paisley Featuring Alabama,0.378,0.903,0.0533,0.000285,115.616,0.457,1
4992,The Show Goes On,Lupe Fiasco,0.591,0.889,0.115,0.0,143.067,0.65,1
4993,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,0.686,0.791,0.0672,0.0,131.985,0.534,1
4994,Sure Thing,Miguel,0.684,0.607,0.1,0.000307,81.001,0.498,1
4995,My Last,Big Sean Featuring Chris Brown,0.0,0.000275,0.0,0.501,0.0,0.0,1
4996,What You Want,Evanescence,0.569,0.929,0.0762,0.0,121.992,0.533,0
4997,We Don't Get Down Like Y'all,T.I. Featuring B.o.B.,0.596,0.67,0.337,0.0,93.355,0.78,0
4998,Unusual,Trey Songz Featuring Drake,0.577,0.657,0.224,0.0,81.952,0.624,0
4999,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,0.928,0.594,0.0844,0.735,146.0,0.0504,1
5000,Homeboy,Eric Church,0.558,0.673,0.0291,0.000655,139.985,0.445,0
5001,Best Love Song,T-Pain Featuring Chris Brown,0.0,0.000275,0.0,0.501,0.0,0.0,1
5002,Right There,Nicole Scherzinger Featuring 50 Cent,0.637,0.8,0.306,0.0,94.793,0.622,1
5003,If Heaven Wasn't So Far Away,Justin Moore,0.374,0.657,0.0325,0.0,74.234,0.376,1
5004,Under And Over It,Five Finger Death Punch,0.473,0.996,0.173,0.0,76.006,0.0952,0
5005,Ships In The Night,Mat Kearney,0.448,0.885,0.0562,3.65e-06,178.151,0.134,0
5006,John,Lil Wayne Featuring Rick Ross,0.59,0.819,0.111,0.0,77.516,0.423,1
5007,Oh My,"DJ Drama Featuring Fabolous, Roscoe Dash & Wiz Khalifa",0.614,0.786,0.0277,0.0,136.033,0.365,0
5008,Tomorrow,Chris Young,0.441,0.644,0.0363,0.0,141.733,0.349,1
5009,Mean,Taylor Swift,0.568,0.761,0.0459,0.0,163.974,0.789,1
5010,Who Says,Selena Gomez & The Scene,0.682,0.927,0.0479,0.0,101.019,0.744,1
5011,Dirty Dancer,Enrique Iglesias With Usher Featuring Lil Wayne,0.662,0.942,0.072,0.0,133.03,0.787,1
5012,Novacane,Frank Ocean,0.762,0.508,0.0919,0.00126,93.51,0.37,0
5013,I Smile,Kirk Franklin,0.745,0.753,0.164,0.0,144.057,0.589,0
5014,F**kin' Perfect,P!nk,0.565,0.646,0.0335,0.0,91.973,0.481,1
5015,F**k You! (Forget You),CeeLo Green,0.69,0.834,0.0566,0.0,127.43,0.738,1
5016,Up All Night,Blink-182,0.479,0.892,0.0561,6.31e-05,156.086,0.416,0
5017,Outlaw,50 Cent,0.743,0.611,0.365,0.0,74.185,0.159,0
5018,Racks,YC Featuring Future,0.715,0.584,0.153,0.0,139.966,0.224,1
5019,Ballin',Young Jeezy Featuring Lil Wayne,0.531,0.791,0.271,0.0,143.077,0.542,0
5020,The Story Of Us,Taylor Swift,0.543,0.818,0.0398,0.000368,139.898,0.683,1
5021,Hustle Hard,Ace Hood,0.831,0.74,0.152,0.0,140.041,0.21,0
5022,Far Away,Marsha Ambrosius,0.433,0.668,0.211,0.0,70.478,0.351,0
5023,Blow,Ke$ha,0.753,0.729,0.0392,5.66e-05,120.013,0.812,1
5024,Firework,Katy Perry,0.638,0.832,0.049,0.0,124.071,0.648,1
5025,For The First Time,The Script,0.396,0.629,0.0287,0.0,173.794,0.358,1
5026,You Lie,The Band Perry,0.521,0.656,0.0289,0.0,170.939,0.598,1
5027,What If,Colbie Caillat,0.609,0.837,0.0359,1.22e-06,121.995,0.647,0
5028,Watch Me,Bella Thorne & Zendaya,0.713,0.707,0.0715,0.0128,124.984,0.638,0
5029,Country Song,Seether,0.63,0.86,0.0327,1.19e-06,95.978,0.911,0
5030,Run The World (Girls),Beyonce,0.732,0.899,0.143,4.64e-05,127.091,0.759,1
5031,Roll Up,Wiz Khalifa,0.523,0.805,0.192,0.0,125.358,0.602,1
5032,S&M,Rihanna Featuring Britney Spears,0.824,0.806,0.0509,0.0,127.961,0.894,1
5033,Iridescent,Linkin Park,0.484,0.727,0.0358,0.00204,120.066,0.216,0
5034,Without You,Keith Urban,0.496,0.397,0.0299,6.54e-06,160.021,0.611,0
5035,I Wouldn't Be A Man,Josh Turner,0.617,0.465,0.0291,0.000308,130.85,0.224,0
5036,Stitch By Stitch,Javier Colon,0.507,0.654,0.0467,4.25e-06,179.955,0.197,1
5037,Taboo,Don Omar,0.43,0.886,0.0828,0.0,187.38,0.808,0
5038,Inventing Shadows,Dia Frampton,0.604,0.805,0.0414,0.00069,123.977,0.269,1
5039,Man In The Mirror,Adam Levine & Javier Colon,0.808,0.812,0.0381,7.91e-05,100.331,0.269,1
5040,I Won't Back Down,Blake Shelton & Dia Frampton,0.494,0.708,0.0426,0.0199,113.995,0.582,0
5041,Written In The Stars,Tinie Tempah Featuring Eric Turner,0.644,0.945,0.0717,0.0,91.017,0.573,1
5042,Little Bad Girl,David Guetta Featuring Taio Cruz & Ludacris,0.668,0.829,0.0334,0.0,127.009,0.649,0
5043,Beautiful,Christina Aguilera & Beverly McClellan,0.456,0.573,0.0275,3.05e-06,76.19,0.0992,0
5044,Afraid To Sleep,Vicci Martinez,0.608,0.833,0.0341,0.0,120.003,0.431,0
5045,Heartless,Dia Frampton,0.462,0.841,0.0485,0.0,156.056,0.553,0
5046,Shake Senora,Pitbull Featuring T-Pain & Sean Paul,0.711,0.936,0.363,0.0,127.967,0.683,0
5047,Losing My Religion,Dia Frampton,0.619,0.701,0.0305,0.0,129.897,0.45,0
5048,Moving To Mars,Coldplay,0.263,0.315,0.03,0.163,142.657,0.196,0
5049,Backseat,New Boyz Featuring The Cataracs & Dev,0.595,0.923,0.144,0.0,125.029,0.782,1
5050,Major Minus,Coldplay,0.445,0.669,0.0325,0.796,115.416,0.398,0
5051,High,Big Sean Featuring Wiz Khalifa,0.517,0.65,0.296,0.0,131.401,0.418,0
5052,Fix You,Javier Colon,0.405,0.371,0.0291,0.0,143.374,0.412,0
5053,Down On Me,Jeremih Featuring 50 Cent,0.599,0.718,0.0316,0.951,160.005,0.435,1
5054,Born This Way,Lady Gaga,0.587,0.828,0.161,0.0,123.907,0.494,1
5055,Dog Days Are Over,Vicci Martinez,0.576,0.799,0.0451,1.18e-06,149.98,0.189,0
5056,Best Friend's Brother,Victorious Cast Featuring Victoria Justice,0.613,0.917,0.0637,9.69e-06,140.001,0.77,0
5057,Heart Like Mine,Miranda Lambert,0.437,0.844,0.0381,1.46e-06,155.067,0.493,1
5058,The Man Who Can't Be Moved,Xenia,0.585,0.62,0.0233,0.000183,100.013,0.384,0
5059,Next To You,Chris Brown Featuring Justin Bieber,0.774,0.496,0.0369,0.755,115.007,0.618,1
5060,So In Love,Jill Scott Featuring Anthony Hamilton,0.709,0.704,0.0486,0.0,102.003,0.451,0
5061,Price Tag,Jessie J Featuring B.o.B,0.638,0.831,0.182,3.06e-06,175.038,0.685,1
5062,All Of The Lights,Kanye West,0.531,0.803,0.0717,1.71e-05,142.113,0.221,1
5063,Just The Way You Are,Bruno Mars,0.635,0.841,0.0422,0.0,109.021,0.424,1
5064,Angel,Javier Colon,0.347,0.364,0.03,0.0,134.245,0.41,0
5065,Today Is Your Day,Shania Twain,0.481,0.493,0.0312,0.0,135.825,0.355,0
5066,Jolene,Vicci Martinez,0.487,0.647,0.0358,0.0,94.078,0.267,0
5067,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,0.586,0.945,0.431,3.36e-06,155.953,0.483,1
5068,Black Horse And The Cherry Tree,Casey Weston,0.667,0.802,0.0399,0.0,104.948,0.886,0
5069,The Cave,Mumford & Sons,0.594,0.51,0.0383,7.27e-05,141.979,0.368,1
5070,See No More,Joe Jonas,0.515,0.805,0.0555,0.0,161.763,0.466,0
5071,Price Tag,Xenia,0.589,0.92,0.0668,0.0,175.095,0.84,0
5072,Monster,Paramore,0.413,0.969,0.119,0.000753,164.999,0.374,1
5073,I Won't Let Go,Rascal Flatts,0.557,0.406,0.0278,0.0,131.96,0.222,1
5074,Pause,Pitbull,0.833,0.921,0.16,0.000204,127.92,0.511,0
5075,Bleed Red,Ronnie Dunn,0.487,0.668,0.0321,4.56e-05,90.083,0.184,0
5076,Somewhere Else,Toby Keith,0.578,0.648,0.0522,9.25e-06,178.011,0.813,0
5077,Judas,Lady Gaga,0.661,0.937,0.0744,1.59e-05,131.001,0.535,1
5078,Bow Chicka Wow Wow,Mike Posner Featuring Lil Wayne,0.626,0.67,0.0534,0.0,73.422,0.523,1
5079,Bang Bang Bang,Selena Gomez & The Scene,0.77,0.766,0.0358,4.13e-06,114.022,0.834,0
5080,You,Romeo Santos,0.725,0.625,0.0741,0.0,132.108,0.845,0
5081,Did It On'em,Nicki Minaj,0.562,0.414,0.349,0.0,155.826,0.474,1
5082,Teenage Daughters,Martina McBride,0.576,0.751,0.0469,0.0,91.051,0.479,0
5083,Grenade,Bruno Mars,0.704,0.558,0.0542,0.0,110.444,0.245,1
5084,Like My Mother Does,Lauren Alaina,0.433,0.72,0.0312,0.0,139.765,0.274,1
5085,Colder Weather,Zac Brown Band,0.667,0.381,0.0294,0.0,135.975,0.199,1
5086,1+1,Beyonce,0.365,0.382,0.0295,5.08e-06,148.363,0.268,0
5087,Danza Kuduro,Don Omar & Lucenzo,0.7,0.917,0.115,0.0,130.04,0.888,0
5088,Cat Daddy,Rej3ctz,0.872,0.719,0.235,1.01e-06,101.967,0.32,0
5089,Sing,My Chemical Romance,0.606,0.942,0.0357,7.07e-06,110.98,0.373,0
5090,(It) Feels So Good,Steven Tyler,0.738,0.952,0.0515,0.0,122.0,0.899,1
5091,Light Up The World,Glee Cast,0.689,0.796,0.0406,0.0,118.03,0.856,1
5092,Pretending,Glee Cast,0.477,0.687,0.0468,0.0,167.947,0.421,1
5093,For Good,Glee Cast,0.377,0.374,0.0358,0.0,136.124,0.188,0
5094,Rise Above 1,Reeve Carney Featuring Bono & The Edge,0.52,0.783,0.0446,9.58e-06,83.978,0.413,0
5095,What The Hell,Avril Lavigne,0.578,0.926,0.0548,0.0127,149.976,0.877,1
5096,"I Love New York / New York, New York",Glee Cast,0.585,0.717,0.0362,0.0,140.949,0.282,0
5097,Live A Little,Kenny Chesney,0.642,0.886,0.04,0.0275,123.985,0.287,0
5098,As Long As You're There,Glee Cast,0.359,0.601,0.0335,0.0,161.618,0.263,0
5099,I Do,Colbie Caillat,0.655,0.877,0.0329,0.0,144.877,0.958,1
5100,Rope,Foo Fighters,0.507,0.728,0.0382,7.41e-05,138.19,0.535,0
5101,Hair,Lady Gaga,0.57,0.923,0.063,9.01e-06,135.006,0.403,1
5102,Moment 4 Life,Nicki Minaj Featuring Drake,0.475,0.882,0.351,0.0,98.001,0.369,1
5103,A Little Bit Stronger,Sara Evans,0.536,0.65,0.0337,1.16e-06,147.93,0.288,1
5104,Pure Imagination,Glee Cast,0.291,0.156,0.0337,0.0,80.684,0.198,0
5105,I Can't Love You Back,Easton Corbin,0.565,0.449,0.0284,1.31e-05,134.039,0.119,0
5106,Back To Black,Glee Cast,0.538,0.721,0.0534,0.000337,123.421,0.33,0
5107,9 Piece,Rick Ross Featuring Lil Wayne Or T.I.,0.676,0.637,0.322,0.0,144.976,0.146,0
5108,Rolling In The Deep,Glee Cast Featuring Jonathan Groff,0.42,0.454,0.0471,0.0,96.558,0.655,1
5109,Boyfriend,Big Time Rush,0.614,0.857,0.111,0.0,164.146,0.677,0
5110,My Man,Glee Cast,0.336,0.358,0.034,0.0,78.313,0.322,0
5111,Look It Up,Ashton Shepherd,0.744,0.706,0.0515,0.0,90.021,0.666,0
5112,Bring It Back,Travis Porter,0.944,0.76,0.0851,0.0,98.001,0.545,0
5113,Jack Sparrow,The Lonely Island Featuring Michael Bolton,0.718,0.712,0.222,0.0,97.005,0.42,0
5114,Love Faces,Trey Songz,0.654,0.599,0.0561,0.0,119.782,0.333,0
5115,Friday,Glee Cast,0.712,0.848,0.0367,0.0,119.967,0.614,1
5116,Jar Of Hearts,Glee Cast,0.277,0.402,0.031,0.0,74.193,0.16,1
5117,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,0.666,0.877,0.0446,1.15e-05,125.989,0.272,1
5118,Isn't She Lovely,Glee Cast,0.472,0.409,0.0678,0.0,179.646,0.807,0
5119,I'm Not Gonna Teach Your Boyfriend To Dance With You,Glee Cast,0.77,0.627,0.039,0.0,125.393,0.845,0
5120,Dancing Queen,Glee Cast,0.497,0.892,0.0537,0.00345,100.995,0.665,0
5121,I Am Woman,Jordin Sparks,0.602,0.784,0.227,0.0,93.048,0.571,0
5122,Fast Lane,Bad Meets Evil,0.615,0.871,0.281,0.0,119.149,0.338,1
5123,This,Darius Rucker,0.625,0.826,0.0325,0.0,99.919,0.699,0
5124,Turning Tables,Adele,0.353,0.446,0.0285,1.35e-05,155.476,0.211,0
5125,Grove St. Party,Waka Flocka Flame Featuring Kebo Gotti,0.705,0.702,0.108,0.0,140.059,0.771,0
5126,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,0.392,0.839,0.193,0.0,168.001,0.232,1
5127,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,0.411,0.805,0.323,0.0,71.641,0.3,1
5128,Go Your Own Way,Glee Cast,0.56,0.867,0.0281,4.16e-05,136.229,0.594,1
5129,More,Usher,0.551,0.893,0.0543,0.0,125.083,0.794,1
5130,What Do You Want,Jerrod Niemann,0.55,0.496,0.144,1.15e-06,153.275,0.543,0
5131,Songbird,Glee Cast,0.321,0.0625,0.0391,1.18e-06,183.507,0.413,0
5132,Not Ready To Die,Avenged Sevenfold,0.434,0.984,0.123,0.000226,160.011,0.158,0
5133,Don't Stop,Glee Cast,0.473,0.619,0.0336,0.0,123.857,0.274,0
5134,Never Going Back Again,Glee Cast,0.529,0.446,0.0337,0.0158,175.979,0.739,0
5135,I Feel Pretty / Unpretty,Glee Cast,0.343,0.484,0.0361,0.0,75.46,0.336,1
5136,Dreams,Glee Cast Featuring Kristin Chenoweth,0.823,0.56,0.03,1.18e-05,120.509,0.797,0
5137,Closer To The Edge,Thirty Seconds To Mars,0.502,0.948,0.12,4.49e-06,139.979,0.102,0
5138,Hold It Against Me,Britney Spears,0.648,0.722,0.0427,0.0,132.973,0.389,1
5139,Jar Of Hearts,Christina Perri,0.349,0.348,0.0316,0.0,74.541,0.0886,1
5140,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,0.851,0.43,0.0406,0.887,128.049,0.504,1
5141,Somewhere Only We Know,Glee Cast,0.494,0.556,0.0257,0.0,85.986,0.325,1
5142,Born This Way,Glee Cast,0.604,0.842,0.0898,0.0,123.999,0.586,1
5143,Raise Your Glass,P!nk,0.7,0.709,0.0838,0.0,122.019,0.624,1
5144,Are You Gonna Kiss Me Or Not,Thompson Square,0.485,0.701,0.0288,0.0,151.948,0.613,1
5145,Time After Time,Javier Colon,0.631,0.356,0.0296,0.0,119.927,0.373,0
5146,Determinate,"Bridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko",0.659,0.754,0.0517,0.797,139.965,0.152,0
5147,As If We Never Said Goodbye,Glee Cast,0.332,0.269,0.0346,1.85e-06,112.181,0.226,0
5148,Angel,Akon,0.565,0.867,0.0318,0.0,125.867,0.325,0
5149,Barbra Streisand,Duck Sauce,0.707,0.813,0.339,0.000448,127.901,0.741,0
5150,You Be Killin Em,Fabolous,0.664,0.909,0.22,0.0,93.977,0.557,0
5151,Family Man,Craig Campbell,0.554,0.621,0.0269,2.56e-05,155.817,0.151,0
5152,Pretty Girl Rock,Keri Hilson,0.666,0.87,0.246,0.0,160.014,0.9,1
5153,Dynamite,Taio Cruz,0.751,0.783,0.0859,0.0,119.975,0.816,1
5154,Turning Tables,Glee Cast Featuring Gwyneth Paltrow,0.405,0.428,0.0289,4.15e-05,77.969,0.25,0
5155,Beggin' On Your Knees,Victorious Cast Featuring Victoria Justice,0.623,0.869,0.0481,0.0,130.013,0.663,0
5156,All By Myself,Glee Cast,0.33,0.4,0.0287,0.00311,117.337,0.0435,0
5157,Breakthrough,"Bridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko",0.715,0.872,0.0509,3.84e-05,93.043,0.748,0
5158,Somebody,Bridgit Mendler,0.459,0.734,0.0374,0.0,164.583,0.289,0
5159,Never Say Never,Justin Bieber Featuring Jaden Smith,0.784,0.612,0.0765,0.112,97.011,0.609,1
5160,Friday,Rebecca Black,0.684,0.889,0.102,2.57e-06,112.005,0.582,0
5161,Stereo Love,Edward Maya & Vika Jigulina,0.778,0.776,0.0362,0.0216,127.049,0.361,1
5162,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,0.76,0.595,0.0391,0.0,131.497,0.361,1
5163,Rocketeer,Far*East Movement Featuring Ryan Tedder,0.664,0.845,0.0461,0.0,96.005,0.357,1
5164,Red Nation,Game Featuring Lil Wayne,0.405,0.889,0.317,0.0,82.918,0.338,0
5165,Where You At,Jennifer Hudson,0.644,0.744,0.0815,5.9e-06,114.401,0.277,0
5166,Little Miss,Sugarland,0.351,0.797,0.0379,4.12e-05,129.14,0.243,0
5167,Yeah 3X,Chris Brown,0.705,0.882,0.0445,1.16e-06,130.0,0.7,1
5168,Let Me Down Easy,Billy Currington,0.606,0.497,0.0278,0.0,125.059,0.18,1
5169,Georgia Clay,Josh Kelley,0.612,0.731,0.0317,0.0,106.982,0.56,0
5170,Boom,Snoop Dogg Featuring T-Pain,0.476,0.875,0.415,0.0,103.981,0.398,0
5171,Fall For Your Type,Jamie Foxx Featuring Drake,0.596,0.395,0.0897,5.73e-06,136.852,0.172,0
5172,Walking,Mary Mary,0.759,0.546,0.115,0.000194,100.085,0.584,0
5173,No BS,Chris Brown,0.426,0.612,0.0567,0.0,172.171,0.106,0
5174,Welcome To My Hood,"DJ Khaled Featuring Rick Ross, Plies, Lil Wayne & T-Pain",0.598,0.7,0.205,0.0,139.48,0.558,0
5175,Marry Me,Train,0.461,0.267,0.0278,2.03e-05,87.918,0.481,1
5176,The Story,Sara Ramirez,0.504,0.41,0.0288,0.00123,98.022,0.134,0
5177,Loser Like Me,Glee Cast,0.701,0.864,0.0631,0.0,106.032,0.811,1
5178,This Is Country Music,Brad Paisley,0.507,0.669,0.0275,0.000263,88.525,0.484,0
5179,Black And Yellow,Wiz Khalifa,0.684,0.834,0.0675,0.0,164.02,0.538,1
5180,The Time (Dirty Bit),The Black Eyed Peas,0.816,0.813,0.0664,2.77e-06,127.979,0.436,1
5181,Hello World,Lady Antebellum,0.427,0.519,0.0297,0.00144,111.065,0.152,0
5182,Get It Right,Glee Cast,0.471,0.549,0.0315,0.0,83.681,0.141,1
5183,Higher,Taio Cruz Featuring Travie McCoy,0.665,0.902,0.0543,0.0,128.041,0.816,1
5184,Buzzin',Mann,0.724,0.951,0.226,0.0,103.988,0.593,0
5185,From A Table Away,Sunny Sweeney,0.547,0.805,0.0293,1.75e-05,110.027,0.557,0
5186,F**k Him He's A DJ,Ke$ha,0.695,0.528,0.0274,1.03e-06,110.008,0.66,0
5187,Shake Me Down,Cage The Elephant,0.457,0.613,0.0295,0.000406,105.111,0.132,0
5188,Raise Your Glass,Glee Cast,0.644,0.745,0.0391,0.0,122.041,0.527,1
5189,Blackbird,Glee Cast,0.504,0.354,0.0293,0.00135,92.924,0.341,1
5190,What's My Name?,Rihanna Featuring Drake,0.846,0.486,0.674,0.0,52.462,0.896,1
5191,Misery,Glee Cast,0.749,0.631,0.0568,0.0,102.962,0.812,0
5192,Hell To The No,Glee Cast,0.704,0.952,0.135,0.00725,131.96,0.906,0
5193,Who Are You When I'm Not Looking,Blake Shelton,0.412,0.457,0.0288,0.0187,74.824,0.202,1
5194,Landslide,Glee Cast Featuring Gwyneth Paltrow,0.637,0.416,0.0269,0.0,145.924,0.588,1
5195,Candles,Glee Cast,0.461,0.395,0.0384,0.0,176.217,0.191,0
5196,Somewhere With You,Kenny Chesney,0.68,0.849,0.0376,0.00013,111.969,0.536,1
5197,Felt Good On My Lips,Tim McGraw,0.56,0.869,0.0387,2.94e-06,136.001,0.519,1
5198,Voices,Chris Young,0.552,0.788,0.0525,0.0,76.528,0.641,0
5199,Dancing Crazy,Miranda Cosgrove,0.667,0.813,0.0553,0.0,105.976,0.636,0
5200,Back To December,Taylor Swift,0.529,0.67,0.0303,0.0,141.893,0.286,1
5201,Only Girl (In The World),Rihanna,0.789,0.706,0.0429,1.71e-05,125.911,0.638,1
5202,We R Who We R,Ke$ha,0.736,0.817,0.0407,0.00167,119.95,0.653,1
5203,Waiting For The End,Linkin Park,0.487,0.961,0.132,1.15e-06,170.005,0.323,1
5204,Do You Wanna Touch Me (Oh Yeah),Glee Cast Featuring Gwyneth Paltrow,0.625,0.804,0.0553,0.0,126.964,0.63,0
5205,Animal,Glee Cast,0.571,0.645,0.0411,0.0,147.921,0.762,0
5206,The Race,Wiz Khalifa,0.658,0.748,0.201,5.59e-06,151.876,0.571,0
5207,Beautiful Lasers (2 Ways),Lupe Fiasco Featuring MDMA,0.542,0.752,0.0404,0.0,129.988,0.249,0
5208,Kiss,Glee Cast,0.589,0.925,0.0526,0.00921,115.986,0.702,0
5209,Who Dat Girl,Flo Rida Featuring Akon,0.719,0.616,0.0395,3.11e-05,124.963,0.625,1
5210,Someone Else Calling You Baby,Luke Bryan,0.498,0.916,0.0662,1.31e-06,115.045,0.352,0
5211,Kush,Dr. Dre Featuring Snoop Dogg & Akon,0.444,0.866,0.111,4.72e-05,94.968,0.375,1
5212,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,0.639,0.907,0.189,0.0,120.954,0.699,1
5213,Teenage Dream,Katy Perry,0.719,0.798,0.0361,2.34e-06,120.011,0.591,1
5214,Twisted,Gorilla Zoe Featuring Lil Jon,0.9,0.841,0.194,0.0,125.034,0.551,0
5215,What Are Words,Chris Medina,0.602,0.242,0.0325,0.0,123.85,0.462,0
5216,Maybe,Sick Puppies,0.437,0.913,0.0972,0.0,167.861,0.537,0
5217,Whip My Hair,WILLOW,0.552,0.98,0.254,0.00552,162.961,0.668,1
5218,Country Boy,Aaron Lewis Featuring George Jones & Charlie Daniels,0.595,0.667,0.034,0.0,121.943,0.275,0
5219,Wildflower,The JaneDear Girls,0.692,0.858,0.03,4.85e-05,125.944,0.69,0
5220,Pray,Justin Bieber,0.569,0.797,0.0599,1.14e-06,163.972,0.664,0
5221,The Shape I'm In,Joe Nichols,0.64,0.659,0.0315,3.36e-06,79.941,0.683,0
5222,I Just Had Sex,The Lonely Island Featuring Akon,0.615,0.811,0.144,0.0,167.995,0.808,1
5223,21st Century Girl,WILLOW,0.684,0.841,0.236,0.0,127.764,0.659,0
5224,Bass Down Low,Dev Featuring The Cataracs,0.798,0.627,0.0602,0.0,113.029,0.84,0
5225,Don't You Want Me,Glee Cast,0.734,0.706,0.0375,0.000276,119.993,0.335,1
5226,Just A Dream,Nelly,0.531,0.752,0.0305,0.0,89.917,0.103,1
5227,Blame It (On The Alcohol),Glee Cast,0.653,0.604,0.0799,0.0,176.0,0.7,0
5228,Tik Tok,Glee Cast,0.753,0.747,0.0423,0.0,120.115,0.915,0
5229,Lay It Down,Lloyd,0.527,0.796,0.062,0.0,155.99,0.534,0
5230,Who's That Chick?,David Guetta Featuring Rihanna,0.819,0.439,0.0789,1.5e-05,127.962,0.574,0
5231,H*A*M,Kanye West Jay Z,0.657,0.524,0.061,0.0,140.021,0.0383,1
5232,U Smile,Justin Bieber,0.705,0.59,0.0284,0.0,112.565,0.421,1
5233,Little Lion Man,Mumford & Sons,0.52,0.496,0.0271,2.05e-05,138.81,0.496,1
5234,Baby,Glee Cast,0.52,0.27,0.0299,0.0,110.789,0.509,1
5235,Sing,Glee Cast,0.61,0.835,0.0343,0.0,111.017,0.444,1
5236,Take Me Or Leave Me,Glee Cast,0.439,0.858,0.213,0.0,116.309,0.557,0
5237,Somebody To Love,Glee Cast,0.556,0.804,0.0421,0.0,116.973,0.413,1
5238,Born To Be Somebody,Justin Bieber,0.674,0.619,0.0295,0.0,117.927,0.296,0
5239,Hit The Lights,Jay Sean Featuring Lil Wayne,0.709,0.727,0.0429,0.0,128.024,0.353,1
5240,Forget You,Glee Cast Featuring Gwyneth Paltrow,0.674,0.739,0.0385,2.4e-06,127.424,0.851,1
5241,Firework,Glee Cast,0.619,0.888,0.0719,0.0,124.029,0.442,1
5242,Do The John Wall,Troop 41,0.66,0.925,0.317,0.0,81.041,0.576,0
5243,Thriller / Heads Will Roll,Glee Cast,0.633,0.822,0.0722,0.0,122.993,0.633,1
5244,"Bills, Bills, Bills",Glee Cast,0.833,0.441,0.152,0.0,127.658,0.762,1
5245,Silly Love Songs,Glee Cast,0.643,0.585,0.0289,4.81e-06,124.935,0.563,1
5246,When I Get You Alone,Glee Cast,0.738,0.763,0.0615,0.0,108.075,0.483,1
5247,Fat Bottomed Girls,Glee Cast,0.496,0.711,0.0451,0.0,90.068,0.423,0
5248,P.Y.T. (Pretty Young Thing),Glee Cast,0.846,0.77,0.0692,0.0,127.363,0.896,0
5249,Need You Now,Glee Cast,0.55,0.674,0.0277,0.0,108.037,0.248,0
5250,Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,0.57,0.58,0.21,0.0,171.812,0.404,1
5251,I Won't Give Up,Jana Kramer,0.612,0.369,0.0253,0.0,83.004,0.309,0
5252,Put You In A Song,Keith Urban,0.621,0.78,0.0333,0.0,134.022,0.822,0
5253,She's Not There,Glee Cast,0.646,0.875,0.0295,0.00366,131.021,0.655,0
5254,Words I Never Said,Lupe Fiasco Featuring Skylar Grey,0.445,0.928,0.304,0.0,107.576,0.37,0
5255,Make A Movie,Twista Featuring Chris Brown,0.846,0.774,0.0509,0.0,120.012,0.375,0
5256,Boyfriend,New Hollow,0.307,0.092,0.045,0.835,124.748,0.179,0
5257,Make It Rain,Travis Porter,0.926,0.69,0.175,0.0,128.952,0.387,0
5258,Rhythm of Love,Plain White T's,0.531,0.542,0.0432,0.0,171.878,0.726,1
5259,Bottoms Up,Trey Songz Featuring Nicki Minaj,0.844,0.601,0.157,0.0,73.989,0.331,1
5260,Like A G6,Far*East Movement Featuring Cataracs & Dev,0.435,0.837,0.449,0.0,124.913,0.778,1
5261,Secrets,OneRepublic,0.516,0.764,0.0366,0.0,148.021,0.376,1
5262,Animal,Neon Trees,0.482,0.833,0.0449,0.0,148.039,0.74,1
5263,Please Don't Go,Mike Posner,0.699,0.882,0.0311,0.0544,120.016,0.657,1
5264,When You're Young,3 Doors Down,0.462,0.778,0.0313,0.0,77.004,0.219,0
5265,The Creep,The Lonely Island Featuring Nicki Minaj,0.761,0.871,0.324,0.0,134.151,0.828,0
5266,Bullets In The Gun,Toby Keith,0.61,0.761,0.0627,1.88e-05,120.017,0.433,0
